"","ANO","UO","QTDE_RECOMENDACOES","IMPLEMENTADAS","NÃO_IMPLEMENTADAS","CANCELADAS","EM_IMPLEMENTACAO","A_IMPLEMENTAR","PERCENTUAL_NAO_ENCAMINHADAS","PERCENTUAL_CANCELADAS","RECOMENDACOES_ATIVAS","PERCENTUAL_IMPLEMENTADAS","PERCENTUAL_NAO_IMPLEMENTADAS","RC1","RC2","RC3","RC1n","RC2n","RC3n","escore"
"81",2019,"SEPLAN",7,7,0,0,0,0,1,0,7,1,0,-0.468021504535104,-0.766681039191088,-0.179847174677123,0.0737627307521083,0.0855127057365981,0.0290166645596887,6.66000513996708
"82",2016,"SES",7,0,7,0,0,0,0,0,7,1,1,-0.798041789154972,2.24289867783971,-0.410773325820095,0.0223752050063315,0.998061499788119,0.000214389901631679,33.8554050176732
"83",2019,"CGE",6,6,0,0,0,0,1,0,6,1,0,-0.485665295885576,-0.761901033733569,-0.181185432342384,0.0710154124067531,0.0869620736304387,0.0288497503117903,6.58011834800753
"84",2019,"FUNAC",6,0,6,0,0,0,0,0,6,1,1,-0.826781337975239,2.24417730994293,-0.411117105854245,0.0179001640050652,0.998449199830495,0.00017151192130534,33.6642974469706
"85",2020,"JUCEMAT",6,0,0,0,6,0,1,0,6,1,0,-0.485665295885576,-0.761901033733569,-0.181185432342384,0.0710154124067531,0.0869620736304387,0.0288497503117903,6.58011834800753
"86",2019,"SEC",6,4,2,0,0,0,0.666666666666667,0,6,1,0.333333333333333,-0.599370643248797,0.240125080825263,-0.257829323513004,0.0533103296061905,0.390791115697124,0.019290337514962,15.6081780476619
"87",2020,"SEGES",6,2,0,1,1,2,0.428571428571429,0.166666666666667,5,1.2,0,-0.577679026222319,-0.0438416031935507,1.37700135670492,0.0566879357121292,0.304688244393939,0.223194668133204,16.4316811477221
"88",2019,"SEJUDH",6,4,0,2,0,0,0.5,0.333333333333333,4,1.5,0,-0.605992342084115,-0.0541451654390088,-0.0545483888118312,0.0522792635316532,0.301564052916864,0.0446445613004906,13.0613900199304
"89",2017,"SEPLAN",6,6,0,0,0,0,1,0,6,1,0,-0.485665295885576,-0.761901033733569,-0.181185432342384,0.0710154124067531,0.0869620736304387,0.0288497503117903,6.58011834800753
"90",2018,"MTI",5,5,0,0,0,0,1,0,5,1,0,-0.503309087236049,-0.75712102827605,-0.182523690007644,0.0682680940613979,0.0884114415242793,0.0286828360638919,6.50023155604797
"91",2018,"MTSAUDE",5,0,4,0,1,0,0.2,0,5,1,0.8,-0.785078526883614,1.6449405479817,-0.365673446712245,0.0243937172153187,0.816751808203153,0.00583947436556159,28.0785982122241
"92",2018,"PGE",5,4,1,0,0,0,0.8,0,5,1,0.2,-0.57375144714794,-0.156605634211611,-0.228311129183795,0.0572994998498781,0.270496533193998,0.0229719956393093,11.894823220092
"93",2018,"AGER",4,1,0,0,3,0,1,0,4,1,0,-0.520952878586521,-0.752341022818531,-0.183861947672905,0.0655207757160427,0.08986080941812,0.0285159218159936,6.42034476408842
"94",2020,"AGER",4,3,0,0,1,0,1,0,4,1,0,-0.520952878586521,-0.752341022818531,-0.183861947672905,0.0655207757160427,0.08986080941812,0.0285159218159936,6.42034476408842
"95",2019,"DESENVOLVE-MT",4,3,0,0,1,0,1,0,4,1,0,-0.520952878586521,-0.752341022818531,-0.183861947672905,0.0655207757160427,0.08986080941812,0.0285159218159936,6.42034476408842
"96",2017,"MT FOMENTO",4,4,0,0,0,0,1,0,4,1,0,-0.520952878586521,-0.752341022818531,-0.183861947672905,0.0655207757160427,0.08986080941812,0.0285159218159936,6.42034476408842
"97",2020,"SEDUC",4,3,0,0,1,0,1,0,4,1,0,-0.520952878586521,-0.752341022818531,-0.183861947672905,0.0655207757160427,0.08986080941812,0.0285159218159936,6.42034476408842
"98",2021,"SEDUC",4,1,0,0,3,0,1,0,4,1,0,-0.520952878586521,-0.752341022818531,-0.183861947672905,0.0655207757160427,0.08986080941812,0.0285159218159936,6.42034476408842
"99",2020,"MTPREV",3,0,2,0,1,0,0.333333333333333,0,3,1,0.666666666666667,-0.788198879603024,1.24948846504805,-0.336499032417185,0.02390784645774,0.696844925742403,0.00947825450958263,24.1741358139516
"100",2017,"SECITEC",3,0,3,0,0,0,0,0,3,1,1,-0.91299998443604,2.24801320625258,-0.412148445956695,0.00447504100126631,0.999612299957624,4.28779803263385e-05,33.090974734863
"101",2021,"SEPLAG",3,0,2,0,0,1,0,0,3,1,0.666666666666667,-0.839381627297666,1.67417688093698,0.455086239658674,0.0159381703878963,0.825616693964393,0.108208763413643,29.7450944155562
"102",2020,"CASA CIVIL",2,2,0,0,0,0,1,0,2,1,0,-0.556240461287466,-0.742781011903494,-0.186538463003427,0.0600261390253322,0.0927595452058013,0.0281820933201968,6.26057118016931
"103",2019,"CASA MILITAR",2,2,0,0,0,0,1,0,2,1,0,-0.556240461287466,-0.742781011903494,-0.186538463003427,0.0600261390253322,0.0927595452058013,0.0281820933201968,6.26057118016931
"104",2019,"CEASA",2,0,0,2,0,0,0,1,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA
"105",2020,"DESENVOLVE-MT",2,1,0,0,1,0,1,0,2,1,0,-0.556240461287466,-0.742781011903494,-0.186538463003427,0.0600261390253322,0.0927595452058013,0.0281820933201968,6.26057118016931
"106",2020,"DETRAN",2,1,1,0,0,0,0.5,0,2,1,0.5,-0.748989997271887,0.753255413226153,-0.299515344497136,0.0300130695126661,0.546379772602901,0.0140910466600984,19.5802191721649
"107",2020,"EMPAER",2,2,0,0,0,0,1,0,2,1,0,-0.556240461287466,-0.742781011903494,-0.186538463003427,0.0600261390253322,0.0927595452058013,0.0281820933201968,6.26057118016931
"108",2020,"FAPEMAT",2,0,2,0,0,0,0,0,2,1,1,-0.941739533256307,2.2492918383558,-0.412492225990845,0,1,0,32.8998671641604
"109",2019,"GCOM",2,2,0,0,0,0,1,0,2,1,0,-0.556240461287466,-0.742781011903494,-0.186538463003427,0.0600261390253322,0.0927595452058013,0.0281820933201968,6.26057118016931
"110",2020,"METAMAT",2,0,2,0,0,0,0,0,2,1,1,-0.941739533256307,2.2492918383558,-0.412492225990845,0,1,0,32.8998671641604
"111",2019,"MTI",2,2,0,0,0,0,1,0,2,1,0,-0.556240461287466,-0.742781011903494,-0.186538463003427,0.0600261390253322,0.0927595452058013,0.0281820933201968,6.26057118016931
"112",2020,"SECITEC",2,0,2,0,0,0,0,0,2,1,1,-0.941739533256307,2.2492918383558,-0.412492225990845,0,1,0,32.8998671641604
"113",2021,"SEMA",2,0,0,0,0,2,0,0,2,1,0,-0.726689683168151,0.575060281625519,1.48188945191902,0.0334854559645007,0.492348390238176,0.236276840558304,21.7772375800947
"114",2020,"SETAS",2,2,0,0,0,0,1,0,2,1,0,-0.556240461287466,-0.742781011903494,-0.186538463003427,0.0600261390253322,0.0927595452058013,0.0281820933201968,6.26057118016931
"115",2021,"SETASC",2,2,0,0,0,0,1,0,2,1,0,-0.556240461287466,-0.742781011903494,-0.186538463003427,0.0600261390253322,0.0927595452058013,0.0281820933201968,6.26057118016931
